shop_date,lodging_name,market,num_guests,check_in,check_out,advance,los,hopper_price,competitor_1,competitor_2,competitor_3,competitor_4
12/26/2022,Hotel 246,Chicago,2,12/26,1/1,0,6,916,963,1068,1101,1069
12/26/2022,Hotel 246,Chicago,2,12/29,1/4,3,6,1065,1015,1084,1161,1085
12/26/2022,Hotel 92,Chicago,2,12/26,12/27,0,1,122,142,142,142,137
12/26/2022,Hotel 92,Chicago,2,12/29,12/30,3,1,105,135,135,135,130
12/26/2022,Hotel 92,Chicago,2,12/26,12/30,0,4,511,559,559,559,531
12/26/2022,Hotel 92,Chicago,2,12/29,1/2,3,4,495,550,554,555,527
12/26/2022,Hotel 92,Chicago,2,12/26,1/1,0,6,801,888,888,888,844
12/26/2022,Hotel 92,Chicago,2,12/29,1/4,3,6,802,853,861,861,818
12/26/2022,Hotel 300,Dallas,2,12/26,12/27,0,1,209,252,239,314,314
12/26/2022,Hotel 300,Dallas,2,12/29,12/30,3,1,207,251,214,312,312
12/26/2022,Hotel 300,Dallas,2,12/26,12/30,0,4,920,1091,970,1359,1359
12/26/2022,Hotel 300,Dallas,2,12/29,1/2,3,4,916,1084,964,1351,1351
12/26/2022,Hotel 300,Dallas,2,12/26,1/1,0,6,1478,1666,1482,2076,2076
12/26/2022,Hotel 300,Dallas,2,12/29,1/4,3,6,1503,1694,1507,2111,2111
12/26/2022,Hotel 115,Dallas,2,12/26,12/27,0,1,364,408,503,503,Sold Out
12/26/2022,Hotel 115,Dallas,2,12/29,12/30,3,1,336,340,416,422,365
12/26/2022,Hotel 115,Dallas,2,12/26,12/30,0,4,1493,1700,2094,2094,Sold Out
12/26/2022,Hotel 115,Dallas,2,12/29,1/2,3,4,1577,1417,1797,1762,1536
12/26/2022,Hotel 115,Dallas,2,12/26,1/1,0,6,2548,2536,3125,3125,Sold Out
12/26/2022,Hotel 115,Dallas,2,12/29,1/4,3,6,2268,2264,2829,2785,2432
12/27/2022,Hotel 290,Dallas,2,12/27,12/28,0,1,85,120,120,120,111
12/27/2022,Hotel 290,Dallas,2,12/30,12/31,3,1,85,120,108,120,111
12/27/2022,Hotel 290,Dallas,2,12/27,12/31,0,4,356,402,407,407,379
12/27/2022,Hotel 290,Dallas,2,12/30,1/3,3,4,356,402,407,407,379
12/27/2022,Hotel 290,Dallas,2,12/27,1/2,0,6,525,603,610,610,568
12/27/2022,Hotel 290,Dallas,2,12/30,1/5,3,6,525,603,610,610,568
12/27/2022,Hotel 202,Dallas,2,12/27,12/28,0,1,48,71,71,79,79
12/27/2022,Hotel 202,Dallas,2,12/30,12/31,3,1,47,70,70,78,77
12/27/2022,Hotel 202,Dallas,2,12/27,12/31,0,4,274,283,283,314,314
12/27/2022,Hotel 202,Dallas,2,12/30,1/3,3,4,293,301,301,334,334
12/27/2022,Hotel 202,Dallas,2,12/27,1/2,0,6,424,443,443,493,492
12/27/2022,Hotel 202,Dallas,2,12/30,1/5,3,6,421,441,441,490,490
12/27/2022,Hotel 287,Dallas,2,12/27,12/28,0,1,74,97,94,108,100
12/27/2022,Hotel 287,Dallas,2,12/30,12/31,3,1,60,92,108,108,100
12/27/2022,Hotel 287,Dallas,2,12/27,12/31,0,4,365,389,377,432,402
12/27/2022,Hotel 287,Dallas,2,12/30,1/3,3,4,368,387,397,455,424
12/27/2022,Hotel 287,Dallas,2,12/27,1/2,0,6,619,588,586,672,625
12/27/2022,Hotel 287,Dallas,2,12/30,1/5,3,6,534,571,586,672,625
12/27/2022,Hotel 203,Dallas,2,12/27,12/28,0,1,37,69,62,69,68
12/27/2022,Hotel 203,Dallas,2,12/30,12/31,3,1,32,69,62,69,68
12/27/2022,Hotel 203,Dallas,2,12/27,12/31,0,4,220,259,233,259,258
12/27/2022,Hotel 203,Dallas,2,12/30,1/3,3,4,399,444,400,444,443
12/27/2022,Hotel 203,Dallas,2,12/27,1/2,0,6,499,569,512,569,567
12/27/2022,Hotel 203,Dallas,2,12/30,1/5,3,6,503,574,516,574,572
12/27/2022,Hotel 224,Dallas,2,12/27,12/28,0,1,89,127,114,127,126
12/27/2022,Hotel 224,Dallas,2,12/30,12/31,3,1,67,101,103,101,114
12/27/2022,Hotel 224,Dallas,2,12/27,12/31,0,4,413,507,456,507,430
12/27/2022,Hotel 224,Dallas,2,12/30,1/3,3,4,354,406,411,406,456
12/27/2022,Hotel 224,Dallas,2,12/27,1/2,0,6,455,533,532,533,532
12/27/2022,Hotel 224,Dallas,2,12/30,1/5,3,6,464,533,532,533,532
12/27/2022,Hotel 156,Dallas,2,12/27,12/28,0,1,150,185,194,218,188
12/27/2022,Hotel 156,Dallas,2,12/30,12/31,3,1,150,185,206,218,188
12/27/2022,Hotel 156,Dallas,2,12/27,12/31,0,4,615,697,776,697,753
12/27/2022,Hotel 156,Dallas,2,12/30,1/3,3,4,650,734,776,734,800
12/27/2022,Hotel 156,Dallas,2,12/27,1/2,0,6,927,1083,1203,1083,1173
12/27/2022,Hotel 156,Dallas,2,12/30,1/5,3,6,927,1083,1203,1083,1182
12/27/2022,Hotel 221,Dallas,2,12/27,12/28,0,1,45,77,77,77,76
12/27/2022,Hotel 221,Dallas,2,12/30,12/31,3,1,45,77,77,77,76
12/27/2022,Hotel 221,Dallas,2,12/27,12/31,0,4,220,263,262,263,262
12/27/2022,Hotel 221,Dallas,2,12/30,1/3,3,4,383,420,431,432,432
12/27/2022,Hotel 221,Dallas,2,12/27,1/2,0,6,485,564,562,564,563
12/27/2022,Hotel 221,Dallas,2,12/30,1/5,3,6,485,548,562,564,563
12/27/2022,Hotel 185,Dallas,2,12/27,12/28,0,1,37,58,66,66,52
12/27/2022,Hotel 185,Dallas,2,12/30,12/31,3,1,37,58,58,66,52
12/27/2022,Hotel 185,Dallas,2,12/27,12/31,0,4,216,217,215,247,207
12/27/2022,Hotel 185,Dallas,2,12/30,1/3,3,4,241,217,215,247,209
12/27/2022,Hotel 185,Dallas,2,12/27,1/2,0,6,347,325,323,370,312
12/27/2022,Hotel 185,Dallas,2,12/30,1/5,3,6,376,325,370,370,318
12/27/2022,Hotel 275,Dallas,2,12/27,12/28,0,1,72,87,105,87,104
12/27/2022,Hotel 275,Dallas,2,12/30,12/31,3,1,66,79,105,79,95
12/27/2022,Hotel 275,Dallas,2,12/27,12/31,0,4,288,347,421,347,418
12/27/2022,Hotel 275,Dallas,2,12/30,1/3,3,4,263,317,421,317,382
12/27/2022,Hotel 275,Dallas,2,12/27,1/2,0,6,432,520,631,520,627
12/27/2022,Hotel 275,Dallas,2,12/30,1/5,3,6,395,475,631,475,573
12/27/2022,Hotel 7,Dallas,2,12/27,12/28,0,1,110,131,148,149,148
12/27/2022,Hotel 7,Dallas,2,12/30,12/31,3,1,122,149,148,149,148
12/27/2022,Hotel 7,Dallas,2,12/27,12/31,0,4,450,538,609,611,612
12/27/2022,Hotel 7,Dallas,2,12/30,1/3,3,4,894,1097,1101,1097,1106
12/27/2022,Hotel 7,Dallas,2,12/27,1/2,0,6,1066,1307,1408,1406,1409
12/27/2022,Hotel 7,Dallas,2,12/30,1/5,3,6,1137,1395,1398,1395,1399
12/27/2022,Hotel 44,Denver,2,12/27,12/28,0,1,75,105,106,106,105
12/27/2022,Hotel 44,Denver,2,12/30,12/31,3,1,76,106,106,107,105
12/27/2022,Hotel 44,Denver,2,12/27,12/31,0,4,341,380,380,381,380
12/27/2022,Hotel 44,Denver,2,12/30,1/3,3,4,343,382,383,383,382
12/27/2022,Hotel 44,Denver,2,12/27,1/2,0,6,504,570,570,570,570
12/27/2022,Hotel 44,Denver,2,12/30,1/5,3,6,661,640,641,641,574
12/27/2022,Hotel 239,Denver,2,12/27,12/28,0,1,157,179,179,179,181
12/27/2022,Hotel 239,Denver,2,12/30,12/31,3,1,136,149,149,149,146
12/27/2022,Hotel 239,Denver,2,12/27,12/31,0,4,623,667,667,667,652
12/27/2022,Hotel 239,Denver,2,12/30,1/3,3,4,588,598,598,598,570
12/27/2022,Hotel 239,Denver,2,12/27,1/2,0,6,914,989,989,989,939
12/27/2022,Hotel 239,Denver,2,12/30,1/5,3,6,835,899,898,899,856
12/27/2022,Hotel 198,Denver,2,12/27,12/28,0,1,81,103,102,115,107
12/27/2022,Hotel 198,Denver,2,12/30,12/31,3,1,81,103,102,115,107
12/27/2022,Hotel 198,Denver,2,12/27,12/31,0,4,364,367,364,458,431
12/27/2022,Hotel 198,Denver,2,12/30,1/3,3,4,374,376,364,470,442
12/27/2022,Hotel 198,Denver,2,12/27,1/2,0,6,548,559,589,699,658
12/27/2022,Hotel 198,Denver,2,12/30,1/5,3,6,548,559,589,699,658
12/27/2022,Hotel 237,Denver,2,12/27,12/28,0,1,237,245,306,277,304
12/27/2022,Hotel 237,Denver,2,12/30,12/31,3,1,237,245,306,277,304
12/27/2022,Hotel 237,Denver,2,12/27,12/31,0,4,966,980,951,1109,1090
12/27/2022,Hotel 237,Denver,2,12/30,1/3,3,4,929,980,951,1070,1090
12/27/2022,Hotel 237,Denver,2,12/27,1/2,0,6,1509,1470,1427,1663,1636
12/27/2022,Hotel 237,Denver,2,12/30,1/5,3,6,1454,1470,1427,1605,1636
12/27/2022,Hotel 52,Denver,2,12/27,12/28,0,1,150,172,172,172,172
12/27/2022,Hotel 52,Denver,2,12/30,12/31,3,1,150,172,172,172,172
12/27/2022,Hotel 52,Denver,2,12/27,12/31,0,4,578,596,701,596,701
12/27/2022,Hotel 52,Denver,2,12/30,1/3,3,4,569,586,690,586,689
12/27/2022,Hotel 52,Denver,2,12/27,1/2,0,6,820,825,1058,846,1057
12/27/2022,Hotel 52,Denver,2,12/30,1/5,3,6,811,816,1046,837,1046
12/27/2022,Hotel 272,Denver,2,12/27,12/28,0,1,196,207,187,230,230
12/27/2022,Hotel 272,Denver,2,12/30,12/31,3,1,196,207,207,230,230
12/27/2022,Hotel 272,Denver,2,12/27,12/31,0,4,697,691,705,783,783
12/27/2022,Hotel 272,Denver,2,12/30,1/3,3,4,688,682,696,773,773
12/27/2022,Hotel 272,Denver,2,12/27,1/2,0,6,949,967,995,1106,1105
12/27/2022,Hotel 272,Denver,2,12/30,1/5,3,6,940,959,987,1096,1096
12/27/2022,Hotel 37,Denver,2,12/27,12/28,0,1,216,236,236,259,234
12/27/2022,Hotel 37,Denver,2,12/30,12/31,3,1,216,236,236,259,234
12/27/2022,Hotel 37,Denver,2,12/27,12/31,0,4,682,778,692,852,727
12/27/2022,Hotel 37,Denver,2,12/30,1/3,3,4,670,768,683,840,719
12/27/2022,Hotel 37,Denver,2,12/27,1/2,0,6,980,1167,1038,1278,1090
12/27/2022,Hotel 37,Denver,2,12/30,1/5,3,6,968,1157,1029,1266,1082
12/27/2022,Hotel 268,Denver,2,12/27,12/28,0,1,200,215,233,262,245
12/27/2022,Hotel 268,Denver,2,12/30,12/31,3,1,221,239,233,262,267
12/27/2022,Hotel 268,Denver,2,12/27,12/31,0,4,721,812,760,812,981
12/27/2022,Hotel 268,Denver,2,12/30,1/3,3,4,721,812,760,812,831
12/27/2022,Hotel 268,Denver,2,12/27,1/2,0,6,938,1099,1033,1099,1127
12/27/2022,Hotel 268,Denver,2,12/30,1/5,3,6,938,1099,1033,1099,1127
12/27/2022,Hotel 26,Denver,2,12/27,12/28,0,1,83,104,116,116,116
12/27/2022,Hotel 26,Denver,2,12/30,12/31,3,1,83,104,116,116,116
12/27/2022,Hotel 26,Denver,2,12/27,12/31,0,4,409,418,464,464,464
12/27/2022,Hotel 26,Denver,2,12/30,1/3,3,4,426,418,505,464,504
12/27/2022,Hotel 26,Denver,2,12/27,1/2,0,6,613,627,757,696,696
12/27/2022,Hotel 26,Denver,2,12/30,1/5,3,6,669,627,757,696,696
12/27/2022,Hotel 291,Denver,2,12/27,12/28,0,1,123,140,152,157,177
12/27/2022,Hotel 291,Denver,2,12/30,12/31,3,1,132,148,155,165,170
12/27/2022,Hotel 291,Denver,2,12/27,12/31,0,4,568,574,554,644,645
12/27/2022,Hotel 291,Denver,2,12/30,1/3,3,4,585,590,581,662,676
12/27/2022,Hotel 291,Denver,2,12/27,1/2,0,6,830,869,902,975,1050
12/27/2022,Hotel 291,Denver,2,12/30,1/5,3,6,829,869,873,974,1017
12/27/2022,Hotel 90,Denver,2,12/27,12/28,0,1,45,76,76,84,84
12/27/2022,Hotel 90,Denver,2,12/30,12/31,3,1,45,76,76,84,84
12/27/2022,Hotel 90,Denver,2,12/27,12/31,0,4,208,304,304,337,337
12/27/2022,Hotel 90,Denver,2,12/30,1/3,3,4,267,313,313,348,348
12/27/2022,Hotel 90,Denver,2,12/27,1/2,0,6,426,465,465,517,516
12/27/2022,Hotel 90,Denver,2,12/30,1/5,3,6,413,465,465,517,516
12/27/2022,Hotel 97,Denver,2,12/27,12/28,0,1,113,125,156,156,156
12/27/2022,Hotel 97,Denver,2,12/30,12/31,3,1,84,98,125,123,124
12/27/2022,Hotel 97,Denver,2,12/27,12/31,0,4,509,502,631,627,599
12/27/2022,Hotel 97,Denver,2,12/30,1/3,3,4,396,381,478,476,454
12/27/2022,Hotel 97,Denver,2,12/27,1/2,0,6,782,746,938,933,862
12/27/2022,Hotel 97,Denver,2,12/30,1/5,3,6,600,581,728,726,692
12/27/2022,Hotel 201,Fort Lauderdale,2,12/27,12/28,0,1,43,75,71,79,66
12/27/2022,Hotel 201,Fort Lauderdale,2,12/30,12/31,3,1,41,73,73,77,64
12/27/2022,Hotel 201,Fort Lauderdale,2,12/27,12/31,0,4,246,290,276,306,261
12/27/2022,Hotel 201,Fort Lauderdale,2,12/30,1/3,3,4,389,438,390,461,389
12/27/2022,Hotel 201,Fort Lauderdale,2,12/27,1/2,0,6,460,537,477,565,481
12/27/2022,Hotel 201,Fort Lauderdale,2,12/30,1/5,3,6,556,685,477,721,609
12/27/2022,Hotel 18,Fort Lauderdale,2,12/27,12/28,0,1,173,216,255,216,214
12/27/2022,Hotel 18,Fort Lauderdale,2,12/30,12/31,3,1,207,258,280,284,280
12/27/2022,Hotel 18,Fort Lauderdale,2,12/27,12/31,0,4,742,965,826,974,1036
12/27/2022,Hotel 18,Fort Lauderdale,2,12/30,1/3,3,4,1394,1411,1201,1426,1168
12/27/2022,Hotel 18,Fort Lauderdale,2,12/27,1/2,0,6,1548,1741,1405,1759,1853
12/27/2022,Hotel 18,Fort Lauderdale,2,12/30,1/5,3,6,575,2320,1859,2345,1843
12/27/2022,Hotel 190,Fort Lauderdale,2,12/27,12/28,0,1,424,369,412,415,497
12/27/2022,Hotel 190,Fort Lauderdale,2,12/30,12/31,3,1,470,488,456,552,551
12/27/2022,Hotel 190,Fort Lauderdale,2,12/27,12/31,0,4,1821,1859,1735,2098,2098
12/27/2022,Hotel 190,Fort Lauderdale,2,12/30,1/3,3,4,2384,2275,2120,2574,2371
12/27/2022,Hotel 190,Fort Lauderdale,2,12/27,1/2,0,6,3062,3046,2841,3442,3442
12/27/2022,Hotel 190,Fort Lauderdale,2,12/30,1/5,3,6,3880,3632,3785,4111,3785
12/27/2022,Hotel 35,Fort Lauderdale,2,12/27,12/28,0,1,128,157,157,157,157
12/27/2022,Hotel 35,Fort Lauderdale,2,12/30,12/31,3,1,185,214,214,214,213
12/27/2022,Hotel 35,Fort Lauderdale,2,12/27,12/31,0,4,625,707,707,707,707
12/27/2022,Hotel 35,Fort Lauderdale,2,12/30,1/3,3,4,657,730,730,730,730
12/27/2022,Hotel 35,Fort Lauderdale,2,12/27,1/2,0,6,901,1044,1044,1044,1044
12/27/2022,Hotel 35,Fort Lauderdale,2,12/30,1/5,3,6,964,1089,1089,1089,1089
12/27/2022,Hotel 212,Fort Lauderdale,2,12/27,12/28,0,1,73,75,72,101,81
12/27/2022,Hotel 212,Fort Lauderdale,2,12/30,12/31,3,1,73,84,72,101,101
12/27/2022,Hotel 212,Fort Lauderdale,2,12/27,12/31,0,4,282,301,288,405,324
12/27/2022,Hotel 212,Fort Lauderdale,2,12/30,1/3,3,4,908,528,504,711,568
12/27/2022,Hotel 212,Fort Lauderdale,2,12/27,1/2,0,6,742,603,576,812,649
12/27/2022,Hotel 212,Fort Lauderdale,2,12/30,1/5,3,6,1004,830,793,1117,893
12/27/2022,Hotel 206,Fort Lauderdale,2,12/27,12/28,0,1,96,130,130,130,130
12/27/2022,Hotel 206,Fort Lauderdale,2,12/30,12/31,3,1,130,169,169,169,168
12/27/2022,Hotel 206,Fort Lauderdale,2,12/27,12/31,0,4,532,612,612,612,466
12/27/2022,Hotel 206,Fort Lauderdale,2,12/30,1/3,3,4,821,580,1095,1094,868
12/27/2022,Hotel 206,Fort Lauderdale,2,12/27,1/2,0,6,1219,1414,1414,1414,816
12/27/2022,Hotel 206,Fort Lauderdale,2,12/30,1/5,3,6,1413,1626,1626,1626,1626
12/27/2022,Hotel 191,Fort Lauderdale,2,12/27,12/28,0,1,202,264,235,269,263
12/27/2022,Hotel 191,Fort Lauderdale,2,12/30,12/31,3,1,208,242,216,246,246
12/27/2022,Hotel 191,Fort Lauderdale,2,12/27,12/31,0,4,828,1013,759,1031,945
12/27/2022,Hotel 191,Fort Lauderdale,2,12/30,1/3,3,4,1062,1202,1068,1223,1222
12/27/2022,Hotel 191,Fort Lauderdale,2,12/27,1/2,0,6,1376,1587,1414,1614,1613
12/27/2022,Hotel 191,Fort Lauderdale,2,12/30,1/5,3,6,1989,2196,1943,2235,2235
12/27/2022,Hotel 261,Fort Lauderdale,2,12/27,12/28,0,1,19,92,91,93,91
12/27/2022,Hotel 261,Fort Lauderdale,2,12/30,12/31,3,1,24,87,91,104,102
12/27/2022,Hotel 261,Fort Lauderdale,2,12/27,12/31,0,4,169,363,358,366,366
12/27/2022,Hotel 261,Fort Lauderdale,2,12/30,1/3,3,4,470,521,549,569,568
12/27/2022,Hotel 261,Fort Lauderdale,2,12/27,1/2,0,6,580,686,673,693,693
12/27/2022,Hotel 261,Fort Lauderdale,2,12/30,1/5,3,6,735,781,825,853,865
12/27/2022,Hotel 276,Fort Lauderdale,2,12/27,12/28,0,1,452,406,442,436,436
12/27/2022,Hotel 276,Fort Lauderdale,2,12/30,12/31,3,1,398,416,453,448,447
12/27/2022,Hotel 276,Fort Lauderdale,2,12/27,12/31,0,4,1757,1518,1779,1757,1756
12/27/2022,Hotel 276,Fort Lauderdale,2,12/30,1/3,3,4,1740,1778,2084,2062,2061
12/27/2022,Hotel 276,Fort Lauderdale,2,12/27,1/2,0,6,2720,2350,2753,2720,2718
12/27/2022,Hotel 276,Fort Lauderdale,2,12/30,1/5,3,6,2966,3032,3623,3522,3521
12/27/2022,Hotel 53,Fort Lauderdale,2,12/27,12/28,0,1,138,168,168,168,168
12/27/2022,Hotel 53,Fort Lauderdale,2,12/30,12/31,3,1,214,236,236,236,236
12/27/2022,Hotel 53,Fort Lauderdale,2,12/27,12/31,0,4,718,809,809,809,809
12/27/2022,Hotel 53,Fort Lauderdale,2,12/30,1/3,3,4,822,888,888,888,888
12/27/2022,Hotel 53,Fort Lauderdale,2,12/27,1/2,0,6,1052,1202,1202,1202,1202
12/27/2022,Hotel 53,Fort Lauderdale,2,12/30,1/5,3,6,1100,1174,1174,1774,1174
12/27/2022,Hotel 76,Fort Lauderdale,2,12/27,12/28,0,1,39,80,93,81,88
12/27/2022,Hotel 76,Fort Lauderdale,2,12/30,12/31,3,1,53,92,93,92,87
12/27/2022,Hotel 76,Fort Lauderdale,2,12/27,12/31,0,4,262,341,340,344,356
12/27/2022,Hotel 76,Fort Lauderdale,2,12/30,1/3,3,4,477,573,539,578,591
12/27/2022,Hotel 76,Fort Lauderdale,2,12/27,1/2,0,6,575,685,659,692,708
12/27/2022,Hotel 76,Fort Lauderdale,2,12/30,1/5,3,6,741,854,800,862,832
12/27/2022,Hotel 139,Fort Lauderdale,2,12/27,12/28,0,1,214,238,217,238,238
12/27/2022,Hotel 139,Fort Lauderdale,2,12/30,12/31,3,1,263,294,267,294,293
12/27/2022,Hotel 139,Fort Lauderdale,2,12/27,12/31,0,4,964,1049,932,1049,1048
12/27/2022,Hotel 139,Fort Lauderdale,2,12/30,1/3,3,4,1348,1293,1173,1293,1292
12/27/2022,Hotel 139,Fort Lauderdale,2,12/27,1/2,0,6,1580,1742,1551,1742,1742
12/27/2022,Hotel 139,Fort Lauderdale,2,12/30,1/5,3,6,1980,2183,1979,2183,2183
12/27/2022,Hotel 247,Honolulu,2,12/27,12/28,0,1,152,Sold Out,168,195,180
12/27/2022,Hotel 247,Honolulu,2,12/30,12/31,3,1,198,Sold Out,207,242,225
12/27/2022,Hotel 247,Honolulu,2,12/27,12/31,0,4,758,Sold Out,750,859,812
12/27/2022,Hotel 247,Honolulu,2,12/30,1/3,3,4,883,Sold Out,922,1060,994
12/27/2022,Hotel 247,Honolulu,2,12/27,1/2,0,6,1199,Sold Out,1206,1381,1306
12/27/2022,Hotel 247,Honolulu,2,12/30,1/5,3,6,1413,Sold Out,1408,1617,1527
12/27/2022,Hotel 174,Honolulu,2,12/27,12/28,0,1,160,194,194,243,175
12/27/2022,Hotel 174,Honolulu,2,12/30,12/31,3,1,208,206,244,278,199
12/27/2022,Hotel 174,Honolulu,2,12/27,12/31,0,4,785,820,897,1031,738
12/27/2022,Hotel 174,Honolulu,2,12/30,1/3,3,4,964,1073,1179,1361,961
12/27/2022,Hotel 174,Honolulu,2,12/27,1/2,0,6,1459,1379,1510,1741,1241
12/27/2022,Hotel 174,Honolulu,2,12/30,1/5,3,6,1609,1768,1937,2248,1566
12/27/2022,Hotel 181,Honolulu,2,12/27,12/28,0,1,317,326,359,394,359
12/27/2022,Hotel 181,Honolulu,2,12/30,12/31,3,1,489,505,448,618,448
12/27/2022,Hotel 181,Honolulu,2,12/27,12/31,0,4,1793,1662,1852,2024,1852
12/27/2022,Hotel 181,Honolulu,2,12/30,1/3,3,4,2074,2020,1861,2427,1861
12/27/2022,Hotel 181,Honolulu,2,12/27,1/2,0,6,2777,2672,2985,3260,2985
12/27/2022,Hotel 181,Honolulu,2,12/30,1/5,3,6,3711,3031,3031,3709,2744
12/27/2022,Hotel 122,Honolulu,2,12/27,12/28,0,1,171,169,188,194,174
12/27/2022,Hotel 122,Honolulu,2,12/30,12/31,3,1,191,209,203,212,189
12/27/2022,Hotel 122,Honolulu,2,12/27,12/31,0,4,810,893,814,846,756
12/27/2022,Hotel 122,Honolulu,2,12/30,1/3,3,4,1127,1232,1051,1767,1389
12/27/2022,Hotel 122,Honolulu,2,12/27,1/2,0,6,1338,1683,1350,1411,1253
12/27/2022,Hotel 122,Honolulu,2,12/30,1/5,3,6,2104,1954,1663,2356,2092
12/27/2022,Hotel 182,Honolulu,2,12/27,12/28,0,1,386,382,382,465,432
12/27/2022,Hotel 182,Honolulu,2,12/30,12/31,3,1,581,581,581,712,627
12/27/2022,Hotel 182,Honolulu,2,12/27,12/31,0,4,1781,1728,1728,2107,2006
12/27/2022,Hotel 182,Honolulu,2,12/30,1/3,3,4,2507,2379,2921,2921,2370
12/27/2022,Hotel 182,Honolulu,2,12/27,1/2,0,6,3105,2927,3579,3579,3433
12/27/2022,Hotel 182,Honolulu,2,12/30,1/5,3,6,3830,3578,4393,4393,3623
12/27/2022,Hotel 183,Honolulu,2,12/27,12/28,0,1,371,383,369,434,434
12/27/2022,Hotel 183,Honolulu,2,12/30,12/31,3,1,403,430,413,488,473
12/27/2022,Hotel 183,Honolulu,2,12/27,12/31,0,4,1333,1492,1446,1693,1649
12/27/2022,Hotel 183,Honolulu,2,12/30,1/3,3,4,1794,1945,1864,2215,2148
12/27/2022,Hotel 183,Honolulu,2,12/27,1/2,0,6,2404,2502,2414,2844,2850
12/27/2022,Hotel 183,Honolulu,2,12/30,1/5,3,6,2934,2955,2831,3366,3264
12/27/2022,Hotel 189,Honolulu,2,12/27,12/28,0,1,138,160,153,167,167
12/27/2022,Hotel 189,Honolulu,2,12/30,12/31,3,1,185,205,197,215,214
12/27/2022,Hotel 189,Honolulu,2,12/27,12/31,0,4,604,652,602,652,652
12/27/2022,Hotel 189,Honolulu,2,12/30,1/3,3,4,1056,1148,1047,1148,1147
12/27/2022,Hotel 189,Honolulu,2,12/27,1/2,0,6,1166,1259,1154,1259,1258
12/27/2022,Hotel 189,Honolulu,2,12/30,1/5,3,6,1653,1754,1600,1754,1754
12/27/2022,Hotel 173,Honolulu,2,12/27,12/28,0,1,192,212,203,267,272
12/27/2022,Hotel 173,Honolulu,2,12/30,12/31,3,1,218,215,239,290,287
12/27/2022,Hotel 173,Honolulu,2,12/27,12/31,0,4,818,865,929,1090,1080
12/27/2022,Hotel 173,Honolulu,2,12/30,1/3,3,4,1106,1119,1269,1420,1410
12/27/2022,Hotel 173,Honolulu,2,12/27,1/2,0,6,1459,1452,1590,1835,1821
12/27/2022,Hotel 173,Honolulu,2,12/30,1/5,3,6,1917,1886,1950,2402,2387
12/27/2022,Hotel 8,Honolulu,2,12/27,12/28,0,1,516,563,561,563,535
12/27/2022,Hotel 8,Honolulu,2,12/30,12/31,3,1,516,563,564,563,535
12/27/2022,Hotel 8,Honolulu,2,12/27,12/31,0,4,1756,2237,1841,2237,1841
12/27/2022,Hotel 8,Honolulu,2,12/30,1/3,3,4,2647,2767,2773,2767,2644
12/27/2022,Hotel 8,Honolulu,2,12/27,1/2,0,6,2974,3706,3042,3706,3042
12/27/2022,Hotel 8,Honolulu,2,12/30,1/5,3,6,4095,4237,4246,4237,4050
12/27/2022,Hotel 186,Honolulu,2,12/27,12/28,0,1,393,161,176,176,175
12/27/2022,Hotel 186,Honolulu,2,12/30,12/31,3,1,196,214,235,235,234
12/27/2022,Hotel 186,Honolulu,2,12/27,12/31,0,4,1018,748,821,821,821
12/27/2022,Hotel 186,Honolulu,2,12/30,1/3,3,4,885,950,1045,1045,1045
12/27/2022,Hotel 186,Honolulu,2,12/27,1/2,0,6,1364,1239,1361,1361,1361
12/27/2022,Hotel 186,Honolulu,2,12/30,1/5,3,6,1612,1462,1609,1609,1608
12/27/2022,Hotel 196,Honolulu,2,12/27,12/28,0,1,222,256,232,275,247
12/27/2022,Hotel 196,Honolulu,2,12/30,12/31,3,1,275,307,282,331,291
12/27/2022,Hotel 196,Honolulu,2,12/27,12/31,0,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
12/27/2022,Hotel 196,Honolulu,2,12/30,1/3,3,4,1333,1456,1352,1456,1274
12/27/2022,Hotel 196,Honolulu,2,12/27,1/2,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
12/27/2022,Hotel 196,Honolulu,2,12/30,1/5,3,6,2136,2266,2003,2266,1981
12/27/2022,Hotel 104,Honolulu,2,12/27,12/28,0,1,217,256,256,256,255
12/27/2022,Hotel 104,Honolulu,2,12/30,12/31,3,1,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
12/28/2022,Hotel 104,Honolulu,2,12/28,1/1,0,4,998,1158,1158,1158,1158
12/28/2022,Hotel 104,Honolulu,2,12/31,1/4,3,4,1320,1352,1352,1352,1351
12/28/2022,Hotel 104,Honolulu,2,12/28,1/3,0,6,1854,1852,1852,1852,1851
12/28/2022,Hotel 104,Honolulu,2,12/31,1/6,3,6,2037,2022,2022,2022,2021
12/28/2022,Hotel 134,Houston,2,12/28,12/29,0,1,241,282,213,297,296
12/28/2022,Hotel 134,Houston,2,12/31,1/1,3,1,251,286,207,300,300
12/28/2022,Hotel 134,Houston,2,12/28,1/1,0,4,1005,1129,853,1188,1187
12/28/2022,Hotel 134,Houston,2,12/31,1/4,3,4,1026,1130,854,1195,1194
12/28/2022,Hotel 134,Houston,2,12/28,1/3,0,6,1553,1676,1267,1768,1768
12/28/2022,Hotel 134,Houston,2,12/31,1/6,3,6,1624,1754,1320,1850,1850
12/28/2022,Hotel 135,Houston,2,12/28,12/29,0,1,181,219,177,272,259
